Address,Volume,Number_of_Transactions,Number_of_Received_Transactions,Number_of_Sent_Transactions,Amount Received,Amount_Sent,Mean_of_Received,Mean_of_Sent,Stddev_of_Received,Stddev_of_Sent,Maximum_Amount_of_Sent_&_Received,Last_Balance
0xC700a6AD0cd64de2Fb23e13812B8C0B578c6BF02,1745526,2,1,1,872763,872763,872763.0,872763.0,0.0,0.0,872763,0
0x1D4C3b9F8F49D6Ac44e398F766F520a3CDB0f3D5,114488,2,1,1,57244,57244,57244.0,57244.0,0.0,0.0,57244,0
0x9F7e9049d56bCC37741E0c141A62Aa1daa2E1b15,228290,2,1,1,114145,114145,114145.0,114145.0,0.0,0.0,114145,0
0xcBe824551df94889bc0a4F8Ba1783B4493C93C84,208932,1,0,1,0,208932,0,208932.0,0,0.0,208932,200424
0x906FfC08667E57450F061Ddf889e0fb24E22eB06,588796,4,2,2,294398,294398,147199.0,147199.0,42031.0,42031.0,189230,0
0x501956acE74EDb360C56d0c0Fa74B0066Fd6f486,1835148,2,1,1,917574,917574,917574.0,917574.0,0.0,0.0,917574,0
0x567b90f410ec7B3447482471a991e013b6BF6931,959158,2,1,1,479579,479579,479579.0,479579.0,0.0,0.0,479579,0
0x53390B37bf3Cd800C974eA34B5cDD2FF5CB3CFB3,98780,2,1,1,49390,49390,49390.0,49390.0,0.0,0.0,49390,0
0x044194E30e81475b5Bd42cA362e3217D1e9aF2bF,228400,2,1,1,114200,114200,114200.0,114200.0,0.0,0.0,114200,0
0xa4e7ADa85A73676f2f25a56fB7565c9070CaFEf2,228400,2,1,1,114200,114200,114200.0,114200.0,0.0,0.0,114200,0
0x14795fDF461D16D9feE500c79958104e2d5cb4c7,15876,2,1,1,7938,7938,7938.0,7938.0,0.0,0.0,7938,0
0xB1CCca89d86e990f0B52918886db0a3148389255,211664,4,2,2,105832,105832,52916.0,52916.0,0.0,0.0,52916,0
0xd0ddbFBbEDEEC5ceF630460aB54fDBCBcdd5Ae39,105842,4,2,2,52921,52921,26460.5,26460.5,0.5,0.5,26461,0
0x25d0D6aCd7d4d71d5B31dd1F9E05C8C04aBDBC38,105870,4,2,2,52935,52935,26467.5,26467.5,0.5,0.5,26468,0
0x0235f8ca04b4F875Cd40Ed02c5115878aC836255,22940,2,1,1,11470,11470,11470.0,11470.0,0.0,0.0,11470,0
0x5eb838cFC0C90602de1eeF6A6915a52824004b70,26466,2,1,1,13233,13233,13233.0,13233.0,0.0,0.0,13233,0
0xf56d32Cca096e704D740552429FFDFd4713b3E03,2562120,2,1,1,1281060,1281060,1281060.0,1281060.0,0.0,0.0,1281060,0
0xd85596833BCd3D21Fd7fDfa7D398095c24D861E2,1046296,6,3,3,523148,523148,174382.66666666666,174382.66666666666,55749.372985014124,55749.372985014124,242003,0
0x805391FE5E62b84bb402a7acF61fc792eb8E719b,871130,2,1,1,435565,435565,435565.0,435565.0,0.0,0.0,435565,0
0x4Ce8BDc18e257dB9ea29D11E290DfbA99431dDd9,43742,2,1,1,21871,21871,21871.0,21871.0,0.0,0.0,21871,0
0x9A4ca42Bf43333406c9E3Fe352Afd684BD93f7Ce,25515684,8,4,4,12757842,12757842,3189460.5,3189460.5,1874451.0648685256,1874451.0648685256,4917250,0
0xCC67717E45e9b2e33E899e70123e9305a1Eb6A75,24655836,6,3,3,12327918,12327918,4109306.0,4109306.0,1140303.7975183045,1140303.7975183045,4917250,0
0x7fEcB54BF233D7099eD4813d5AE709C38413479C,1780190,18,9,9,890095,890095,98899.44444444444,98899.44444444444,47626.447928088375,47768.695542190275,159394,0
0xcCB81f9278f77c363DA9c87bC002cf4B081a598f,198138,2,1,1,99069,99069,99069.0,99069.0,0.0,0.0,99069,0
0xD1E197F5CB700f511267C83Fed933B58c276754A,17708,2,1,1,8854,8854,8854.0,8854.0,0.0,0.0,8854,0
0x930c7e2C80616C09D730E06B3017132f28ac95F1,35318,2,1,1,17659,17659,17659.0,17659.0,0.0,0.0,17659,0
0x60877C45e915D8624aE7733dCee916EE0FAb39b8,1772,2,1,1,886,886,886.0,886.0,0.0,0.0,886,0
0xFf83A46531B056c32f4Cd6Cc271a29a825E7f51F,53090,2,1,1,26545,26545,26545.0,26545.0,0.0,0.0,26545,0
0x7780dC16F146A0Cf4E36D9525D59fAB42734704d,23026,2,1,1,11513,11513,11513.0,11513.0,0.0,0.0,11513,0
0xb1322091E8C08830dD6b29B754cC5CCF5e3dfFFa,35448,2,1,1,17724,17724,17724.0,17724.0,0.0,0.0,17724,0
0xc9b34B026C89F1DB2AA1421b7b7d755b14137A2F,3546,2,1,1,1773,1773,1773.0,1773.0,0.0,0.0,1773,0
0x0CB9Df3390C5f87A934C820Fb50BCAfcED5AF51e,5312,2,1,1,2656,2656,2656.0,2656.0,0.0,0.0,2656,0
0xE707028Cf90Bf0bD3b0190510f756150c2b010E3,3518452,2,1,1,1759226,1759226,1759226.0,1759226.0,0.0,0.0,1759226,0
0xE7e323Fb0525F468D2Ff805f484D003053E94787,3514,2,1,1,1757,1757,1757.0,1757.0,0.0,0.0,1757,0
0x3a06AC2c7a4C55657ddF395Ea30fC39De94cED0e,354246,2,1,1,177123,177123,177123.0,177123.0,0.0,0.0,177123,0
0xa073D547E133447ACDdc6311F109c661b40B31Bb,35400,2,1,1,17700,17700,17700.0,17700.0,0.0,0.0,17700,0
0x0879ec753058Bc52dC2Ef1A1408FC8AB4Aa66d03,295786,2,1,1,147893,147893,147893.0,147893.0,0.0,0.0,147893,0
0xFe2F0c099029d5De4391C26b3359B00B43868019,3538,2,1,1,1769,1769,1769.0,1769.0,0.0,0.0,1769,0
0x720368523453911fB3C5139F690aB5Cd5a9b8b26,3544,2,1,1,1772,1772,1772.0,1772.0,0.0,0.0,1772,0
0x156A600d8a08374d2BBDa77da0957EbE2C713D70,26578,2,1,1,13289,13289,13289.0,13289.0,0.0,0.0,13289,0
0x158452569C63Ca861B106F2FD5AeC53beaC3FAbA,3544,2,1,1,1772,1772,1772.0,1772.0,0.0,0.0,1772,0
0xb376D4dB16C750F0301418664410f58891acF54d,33626,2,1,1,16813,16813,16813.0,16813.0,0.0,0.0,16813,0
0x7920e7eab0ec4d3a77Dd917f7B4089b74489F112,35414,2,1,1,17707,17707,17707.0,17707.0,0.0,0.0,17707,0
0xd0FFCe55FBC71c673DF7eF5E78A16efb5E3ed163,31456,3,2,1,15728,15728,7864.0,15728.0,989.0,0.0,15728,0
0xF3f9D2C6F8Be25918bD62e694Fca2e29Ba09cD72,26556,2,1,1,13278,13278,13278.0,13278.0,0.0,0.0,13278,0
0xbd91649A718f69E83A0C2B1037C69c6463B24Eb2,46250,2,1,1,23125,23125,23125.0,23125.0,0.0,0.0,23125,0
0x1693dFfF63B920e3F4F56599C34Ad5c480F19e7b,51574,2,1,1,25787,25787,25787.0,25787.0,0.0,0.0,25787,0
0xFf4cda04E37A2706c6583218FE2c9ed4FfD81053,44234,4,2,2,22117,22117,11058.5,11058.5,2215.5,2215.5,13274,0
0x7ec135886Ef71A6DFaE79aDE67bd88560001A398,51720,2,1,1,25860,25860,25860.0,25860.0,0.0,0.0,25860,0
0xbAe591120e52DA4A26DA5E0023F9724cdF3cDC57,19466,2,1,1,9733,9733,9733.0,9733.0,0.0,0.0,9733,0
0x283AAdD18f60424d3bAe434A34b9f84B6e2859dE,69890,2,1,1,34945,34945,34945.0,34945.0,0.0,0.0,34945,0
0x52fdf9E1c149DDE7B7C0d98ca43Ed3d3B06fb4A0,70764,2,1,1,35382,35382,35382.0,35382.0,0.0,0.0,35382,0
0x916565201113caE2fB59Ae84A597108Ed0454443,26532,2,1,1,13266,13266,13266.0,13266.0,0.0,0.0,13266,0
0xC59E0A0ee35080227B379141Cb2483A814D6DC00,35380,2,1,1,17690,17690,17690.0,17690.0,0.0,0.0,17690,0
0xafBCCB60cC30Aa31C0B921F8783bd427e210f8b7,70756,4,2,2,35378,35378,17689.0,17689.0,1.0,1.0,17690,0
0xB49A10DB6ee330BCd4E3fA69747de7b5c8F20302,22994,2,1,1,11497,11497,11497.0,11497.0,0.0,0.0,11497,0
0xb1E1F055f1ce31Dfa5FD330785947De0e311E8f0,36100,2,1,1,18050,18050,18050.0,18050.0,0.0,0.0,18050,0
0xd14055388812a441bc880003743C6c21eA257F74,26530,2,1,1,13265,13265,13265.0,13265.0,0.0,0.0,13265,0
0xB772f87cdb27F3e0eDB84FE9868d6588723443Fc,433344,2,1,1,216672,216672,216672.0,216672.0,0.0,0.0,216672,0
0xdbadD4378ae12168C729C4a4141652307A5a6af3,42596,4,2,2,21298,21298,10649.0,10649.0,2662.0,2662.0,13311,0
0x2B182011DA8872F63bB9579ebA0f223D8B31A450,8874,2,1,1,4437,4437,4437.0,4437.0,0.0,0.0,4437,0
0x259EDf6E4Ee7FB85f88B10007E014cB47F43C6d6,621470,2,1,1,310735,310735,310735.0,310735.0,0.0,0.0,310735,0
0x7b68963E7B534bfaeD7f3D9b688A65f5A5e979c3,49500,1,1,0,49500,0,49500.0,0,0.0,0,49500,49500
0x00C980F967b3E94e471C94d226Da998E1eb55A33,53302,2,1,1,26651,26651,26651.0,26651.0,0.0,0.0,26651,0
0x7c68E5fC54201ac5f203A97eDb5633AB9Db30dBf,195276,2,1,1,97638,97638,97638.0,97638.0,0.0,0.0,97638,0
0xE7f7C8A645b12C383dB6f838f6316934C5579285,859506,4,2,2,429753,429753,214876.5,214876.5,522.5,522.5,215399,0
0xd2d3F1A1299fa3181F9b8f7619410B1ce1825BbE,88666,2,1,1,44333,44333,44333.0,44333.0,0.0,0.0,44333,0
0x1d5590436811f11e3b89Ee74Cb096AbB4ecd0A2b,379774,4,2,2,189887,189887,94943.5,94943.5,82589.5,82589.5,177533,0
0x74c16Dc2976F27A7461eA218334aEeBeEEaDcB5B,5009,1,1,0,5009,0,5009.0,0,0.0,0,5009,5009
0xc94Fcb4fc59D0cC11C1f07C238b8fF9FF99F27cA,567650,4,3,1,283825,283825,94608.33333333333,283825.0,4350.413339238264,0.0,283825,0
0xfAdE3F71dA699F8e1568588349767C8563b25DE8,17730,2,1,1,8865,8865,8865.0,8865.0,0.0,0.0,8865,0
0xdcD6001d2153e09EE2be6bf3A66E4127722581A9,242332,2,1,1,121166,121166,121166.0,121166.0,0.0,0.0,121166,0
0x1c34e547bd2F946536E832F0E9812a0EfB0995A3,123226,6,3,3,61613,61613,20537.666666666668,20537.666666666668,4308.890138100787,4308.890138100787,26625,0
0x9a9A10b72A8a11C9964fbfAa411Aef52FEaEcb53,4438,1,1,0,4438,0,4438.0,0,0.0,0,4438,4438
0x20709d7Aa729af0081315A48b878A78D8C5B0a36,220198,2,1,1,110099,110099,110099.0,110099.0,0.0,0.0,110099,0
0x218BaD5A7f11e2dE96f3B8F8EDa979055f44598c,5294,2,1,1,2647,2647,2647.0,2647.0,0.0,0.0,2647,0
0xC445E7fb794c958164D89eF60852649d3F107fd6,2466,1,1,0,2466,0,2466.0,0,0.0,0,2466,2466
0x30d647044c0C9a67B2080ff7D9B67e85496F3461,70550,2,1,1,35275,35275,35275.0,35275.0,0.0,0.0,35275,0
0xeeF936FdC24FcF441bde094199aBa30A248BF145,317246,2,1,1,158623,158623,158623.0,158623.0,0.0,0.0,158623,0
0xB5A5C54b55d26942ffB66C116A0725BD1e06A841,2704560,6,3,3,1352280,1352280,450760.0,450760.0,7072.175902789749,6814.33782549706,457872,0
0x8502C288B36b0429329335817Fce55B8FD0Df026,3534,2,1,1,1767,1767,1767.0,1767.0,0.0,0.0,1767,0
0x9f8e21a419679B64A6720b15e9a733Eacd6A0ca0,17670,2,1,1,8835,8835,8835.0,8835.0,0.0,0.0,8835,0
0x74a2acae9B92781Cbb1CCa3bc667c05313e14850,357698,2,1,1,178849,178849,178849.0,178849.0,0.0,0.0,178849,0
0xeb363Bbf7c852c3d7752898973e1C964895478C5,750,1,1,0,750,0,750.0,0,0.0,0,750,750
0x20C467db9B9Fe0fA39D879b3f23c475582Da2Fba,176294,2,1,1,88147,88147,88147.0,88147.0,0.0,0.0,88147,0
0x30E0e893be003A01c64c9DFC434C13016CD1ccF0,176280,2,1,1,88140,88140,88140.0,88140.0,0.0,0.0,88140,0
0xe1B69d0B4E5f42BA80db984121C880Ea8c2F49a1,44326,2,1,1,22163,22163,22163.0,22163.0,0.0,0.0,22163,0
0x85BE6c8078c663d19d783BA006f797b2A544B089,6403848,2,1,1,3201924,3201924,3201924.0,3201924.0,0.0,0.0,3201924,0
0x0E31f60b31D808389e7E0346Ac1f6c2D669b2888,53510,4,2,2,26755,26755,13377.5,13377.5,4514.5,4514.5,17892,0
0x9B0c70e533B29EE545a61fFc3385931354B7C056,875136,2,1,1,437568,437568,437568.0,437568.0,0.0,0.0,437568,0
0x2a51F954cB51eA610602e0bfCf6486934595fF63,55926,1,1,0,55926,0,55926.0,0,0.0,0,55926,55926
0x378b24028Ca8A8Adc331D6Dc080f15823851D7e7,109844,2,1,1,54922,54922,54922.0,54922.0,0.0,0.0,54922,0
0x5AEe676382E26F1fC224007B045f98e3AB15aa31,1991620,3,2,1,995810,995810,497905.0,995810.0,35.0,0.0,995810,0
0x30410016B4F5ac8e111a8aeA6052e29E07DCe17B,5312621,4,4,0,5312621,0,1328155.25,0,443662.72009904945,0,2071152,5312621
0xd04f0A07C2442f85627bD27c7aE42D7d609621b0,37456,1,1,0,37456,0,37456.0,0,0.0,0,37456,37456
0xaaB654c9f5f6ecCeDD83c927656C8564F8767082,128974,1,0,1,0,128974,0,128974.0,0,0.0,128974,0
0x59bED77fD0690258Be0EafAB85A6892253519Df8,2600,1,1,0,2600,0,2600.0,0,0.0,0,2600,2600
0x07a28Cd0105157a82803b3540e6631F2AfF5E26d,6987,1,1,0,6987,0,6987.0,0,0.0,0,6987,6987
0x2E3bd0f7155dFc0147d4B4a26B95086F54c6405c,87880,2,1,1,43940,43940,43940.0,43940.0,0.0,0.0,43940,0
0x810955105Cffe6404Ffbfb38238b47aC06b25D9e,6650112,4,2,2,3325056,3325056,1662528.0,1662528.0,335270.0,659158.0,2321686,0
0x6a0878ED88FD71a6EcF3cc9A842EeA13C5F008C3,2564456,1,0,1,0,2564456,0,2564456.0,0,0.0,2564456,0
0x74de059EAba74D9A8fc1758C8F758372DcC1F0ba,24600,2,1,1,12300,12300,12300.0,12300.0,0.0,0.0,12300,0
0x3A47d0775Ff73C83AA3273708479507DbB616BA6,52582,2,1,1,26291,26291,26291.0,26291.0,0.0,0.0,26291,0
0xC80dBD4927C546b96cB7ee4012aede43a598c5f3,90590,2,1,1,45295,45295,45295.0,45295.0,0.0,0.0,45295,0
0xF090e2e68A34eF13F0C5a4E346a868849fDF52A3,27592,2,1,1,13796,13796,13796.0,13796.0,0.0,0.0,13796,0
0x8235A7FFaAF5Dfb399dC8D8E14207F35E420962f,50381312,7,4,3,25190656,25190656,6297664.0,8396885.333333334,66.8692754559222,2968675.862285219,12595227,1410559
0x0000Cd00001700b10049DfC947103E00E1C62683,4508886,3,2,1,2254443,2254443,1127221.5,2254443.0,128524.5,0.0,2254443,0
0x36dc271a90A98075c686d703285f3a55DfF91C00,32276956,19,4,15,16138478,16138478,4034619.5,1075898.5333333334,4003965.9640587294,1107212.198453146,9646478,0
0x1231DEB6f5749EF6cE6943a275A1D3E7486F4EaE,71370290,29,15,14,35685145,35685145,2379009.6666666665,2548938.9285714286,2829601.260247096,3383980.7373942104,11998854,0
0x0dC49C0Aa820558FD38787C9a223F64BA1e80C97,1036440,6,3,3,80838,955602,26946.0,318534.0,2023.4828061208393,393423.4554099014,874764,0
0xCfa8F32D232461BC942250e525566D484e5d3b87,57092,1,0,1,0,57092,0,57092.0,0,0.0,57092,0
0xa995198F6B98CCaaBe76cCad54B98eff89379f66,57092,1,1,0,57092,0,57092.0,0,0.0,0,57092,57092
0x55119915d291B22eBDbEB80dbBe1545f1f1c65BA,194432,2,1,1,97216,97216,97216.0,97216.0,0.0,0.0,97216,0
0x28FCb1C2c9520043E37B6418Ca6Ec35571f034D2,173218,4,1,3,86609,86609,86609.0,28869.666666666668,0.0,6072.453339100726,86609,0
0x3AC7Ded03672481881D86A1A27e08e58B89B973D,4647969,3,2,1,1788364,2859605,894182.0,2859605.0,80596.0,0.0,2859605,0
0x6B6f75C0623AdE6d7C9956698a052064474B9d95,2167019,1,1,0,2167019,0,2167019.0,0,0.0,0,2167019,2167019
0xd4d20B78c4109be45880eBe1886B761C9e1B422E,1556425,1,0,1,0,1556425,0,1556425.0,0,0.0,1556425,0
0xD7A9eF840e465670d87767A0ddA218Ab285A359E,3112850,2,1,1,1556425,1556425,1556425.0,1556425.0,0.0,0.0,1556425,0
0xC9Bb6aeBb235b06b68Ab37A9D918134a21a66622,1278852,2,1,1,639426,639426,639426.0,639426.0,0.0,0.0,639426,0
0xc45efB2Dd9c5bB889970E6159C229F3ef4312bfC,3107850,2,1,1,1553925,1553925,1553925.0,1553925.0,0.0,0.0,1553925,0
0xC3087FDF4b0eA058048Dac07f4E4b37F500B14B7,5000381,1,0,1,0,5000381,0,5000381.0,0,0.0,5000381,0
0x29D95F644faf54Ea0725FafCD1904eBfA66135Ad,10000762,2,1,1,5000381,5000381,5000381.0,5000381.0,0.0,0.0,5000381,0
0xd5199E6B7bbf19D37C7Bba0f4a3881a7eA28bd2B,25196,1,1,0,25196,0,25196.0,0,0.0,0,25196,25196
0xE0EF36a17594A8595E00f4bb8Bf4c58049fb55Bb,1599188,2,1,1,799594,799594,799594.0,799594.0,0.0,0.0,799594,0
0x6576410CA3789b2C086CbbE539f57c024B3704c2,75311667,7,3,4,25190656,50121011,8396885.333333334,12530252.75,2968675.862285219,19977603.21914638,47111011,0
0x5A157cC4Ff5b06201d638539CfE8907a2764cC08,24648415,5,2,3,7755734,16892681,3877867.0,5630893.666666667,3113867.0,2720485.3944593947,8995000,5434182
0xC7d08013e8CaD4080E0482ff93d1D14D25EDB2E5,13758702,12,12,0,13758702,0,1146558.5,0,807581.8156282475,0,2153600,13758702
0xA69494A12973002C2feC0AD0c49f426Af3e13CAc,19439976,2,1,1,9719988,9719988,9719988.0,9719988.0,0.0,0.0,9719988,0
0xDF1F6587aa741Ff62cABB9BED8daD062713cf3eC,26100295,14,7,7,13051196,13049099,1864456.5714285714,1864157.0,382739.5824865246,382286.22512794187,2397000,2132
0x41EA27990fdF0c339632f8b984E7D4171786502F,9885650,1,1,0,9885650,0,9885650.0,0,0.0,0,9885650,9885650
0xb0B4aaE8E598a74693bf3B4FB152515933203A86,3138300,3,3,0,3138300,0,1046100.0,0,757753.645102857,0,1997500,3138300
0xeCED7F6A41C85bA01542aD185CC8ef67EA57AeB9,8658,2,1,1,4329,4329,4329.0,4329.0,0.0,0.0,4329,0
0xeee4b45b7766ebBd81C0C19c76Cb07fb5152F0CE,340643,1,1,0,340643,0,340643.0,0,0.0,0,340643,340643
0x1B72212F7c3123372Dcc631f547a52E356618A99,478064,2,0,2,0,478064,0,239032.0,0,215129.0,454161,1
0xdE9a08397Eb82Ee4859bB247B81B979B64D001f6,108194,1,0,1,0,108194,0,108194.0,0,0.0,108194,0
0x98f4EdF4e44b9e720eaeF16Bd934FA208AEb8A93,216388,2,1,1,108194,108194,108194.0,108194.0,0.0,0.0,108194,0
0x5DB8d1Eae17369c15aA0380493737f751eF11196,88288,1,0,1,0,88288,0,88288.0,0,0.0,88288,0
0x6d6be9eBE75De39e370e68E36F5C4FeD0446F401,2332161,1,1,0,2332161,0,2332161.0,0,0.0,0,2332161,2332161
0xbeeC796A4A2a27B687e1d48EFAd3805D78800522,1531,1,1,0,1531,0,1531.0,0,0.0,0,1531,12944
0x5829C822e2464B302861599C20f4c44599bdf1cf,32800,2,1,1,16400,16400,16400.0,16400.0,0.0,0.0,16400,0
0x19b6e573a95eDb59d6Ad6c4879E115D9d145F7CE,1040443,10,4,6,424200,616243,106050.0,102707.16666666667,29320.858207085275,58853.83377321783,192040,0
0x3Abc767BD80D198Db093A93079C3DC627eb609a4,384080,2,1,1,192040,192040,192040.0,192040.0,0.0,0.0,192040,0
0xC882b111A75C0c657fC507C04FbFcD2cC984F071,338580064,2,1,1,237654578,100925486,237654578.0,100925486.0,0.0,0.0,237654578,136729092
0x22F9dCF4647084d6C31b2765F6910cd85C178C18,40682748,120,44,76,20341374,20341374,462303.95454545453,267649.65789473685,643422.3665170546,538189.9854568712,2981455,0
0x86Bf00295448288735651022669E1aD0cEecad1f,112135,2,1,1,20147,91988,20147.0,91988.0,0.0,0.0,91988,0
0xbd9420A98a7Bd6B89765e5715e169481602D9c3d,17642,2,2,0,17642,0,8821.0,0,13.0,0,8834,17642
0x5c7b613E947ffDE9818F7507106Fad5f58969F03,2003872,2,2,0,2003872,0,1001936.0,0,1062.0,0,1002998,2003872
0x05968D2EDdF25F0eC8BA0539b03e8E807437aF89,15000,2,1,1,7500,7500,7500.0,7500.0,0.0,0.0,7500,0
0xb92a1D513660c62f98F819cB072BBD11D09dFaaf,1102200,5,4,1,551100,551100,137775.0,551100.0,94935.69863333814,0.0,551100,0
0xb7304Cf69Ae1F7Ab1743831D98D772B550BEA548,1003370,1,1,0,1003370,0,1003370.0,0,0.0,0,1003370,1003370
0x5f74223E369bF33D80a1e945eD023ef9E81Ea183,30775010,2,0,2,0,30775010,0,15387505.0,0,13612495.0,29000000,30000001
0xC38aB8345F1cAD020aFcD697c8Bb829383ECF290,100459,2,1,1,50459,50000,50459.0,50000.0,0.0,0.0,50459,459
0xdf7736e18b9003FD04c6cA8dEF7C37B40E9B7Ecf,40732,2,1,1,20366,20366,20366.0,20366.0,0.0,0.0,20366,0
0xf57ff8402b2dD81AAC556019f332073Ba66dDC35,8064,2,1,1,4032,4032,4032.0,4032.0,0.0,0.0,4032,0
0xf572C19FF18D4F90F30cc9eBdCF68d8E3704CCF5,40034,3,3,0,40034,0,13344.666666666666,0,3881.561999447588,0,18500,40034
0x9901630c7e97B62e120A70eca35F6240345397C7,497,1,1,0,497,0,497.0,0,0.0,0,497,497
0x0424e057c2D0bC7e58C75975AAF38BF1e598cd49,1000000,1,0,1,0,1000000,0,1000000.0,0,0.0,1000000,0
0x5cdB9DDA1934540C4Da66d5Edc1C62a064f0F146,20366,1,1,0,20366,0,20366.0,0,0.0,0,20366,20366
0xe8452fe0Aa7189aDA800dC83528c780E17FdC1dB,6467,1,1,0,6467,0,6467.0,0,0.0,0,6467,6467
0x1225B6457D066DbC4CB369521196e28D1ce9fF08,989855,1,1,0,989855,0,989855.0,0,0.0,0,989855,989855
0x96BA0B39dA3b71d2404F49B13507E2F92Cd3c533,9454,1,1,0,9454,0,9454.0,0,0.0,0,9454,9454
0x9B2C6e59C8CE703e3612A865Ba41A819d6c7CaA1,2965546,2,1,1,1482773,1482773,1482773.0,1482773.0,0.0,0.0,1482773,0
0xE69712e1117382e619294797FFAe7fC7B42C0299,16600,2,1,1,8300,8300,8300.0,8300.0,0.0,0.0,8300,0
0x57A74134aE6D8012b48b186E240ABdf72A7972F3,74086,2,1,1,37043,37043,37043.0,37043.0,0.0,0.0,37043,0
0x2d177D7B2C030DA4D8AA46B25DcEAEa1bdC31297,2314562,2,1,1,1157281,1157281,1157281.0,1157281.0,0.0,0.0,1157281,0
0x614697ed02B10cB8FF3971f21D3AEF6448E912ac,1435670,1,1,0,1435670,0,1435670.0,0,0.0,0,1435670,1435670
0x33Cd371fB372DA7d76cBb16089D1F7dBccFb7d28,18271143,7,2,5,12751371,5519772,6375685.5,1103954.4,97848.5,421124.97946932574,6473534,7231599
0x337B2436D0e4360e5d245820Ae3d217E450D8aFF,80098,2,1,1,40049,40049,40049.0,40049.0,0.0,0.0,40049,0
0x2fEb74D8eaA7f90834FAEbc2E1C09B92c6743374,187200,2,1,1,93600,93600,93600.0,93600.0,0.0,0.0,93600,0
0x3076399CD238655BfB2Ab92F28221D470a74B035,17990000,2,1,1,8995000,8995000,8995000.0,8995000.0,0.0,0.0,8995000,0
0x580B0b0b4330ECC8c8B19dd36B8946d440641883,90590,2,1,1,45295,45295,45295.0,45295.0,0.0,0.0,45295,0
0x7800BC1D0aEdC98842d191A3084Ea4e843BA6252,17330,1,0,1,0,17330,0,17330.0,0,0.0,17330,0
0x3853e3E1C2138F78EA3043F094bE1230D59f441C,34660,2,1,1,17330,17330,17330.0,17330.0,0.0,0.0,17330,0
0x926Cc169Fff9104078651480A77C2517dc1fCa66,1001606,2,1,1,500803,500803,500803.0,500803.0,0.0,0.0,500803,0
0x1EC44d976f86Ef756cA24Fd51a180FDaDbD4682C,18200,1,0,1,0,18200,0,18200.0,0,0.0,18200,0
0x4e4BE94266681284c2Bb51e89a8074539D19E8d3,39649520,12,6,6,19824760,19824760,3304126.6666666665,3304126.6666666665,903537.9740207689,903537.9740207689,4687015,0
0x3B4B3fc64258F7370DB6F9e37E3626200954eE57,203556,2,1,1,101778,101778,101778.0,101778.0,0.0,0.0,101778,0
0xD171bB4D0C9F2D50EB2d900bFBcf79821563De29,83392,2,1,1,42323,41069,42323.0,41069.0,0.0,0.0,42323,1254
0x8b65031026599228fC63f1144B1456331c2246B8,26931800,2,0,2,0,26931800,0,13465900.0,0,3465900.0,16931800,1
0xF4A0E9f51e11FACE2973f8715ba8339bB3ab0E8b,53863600,4,2,2,26931800,26931800,13465900.0,13465900.0,3465900.0,3465900.0,16931800,0
0xa5Dea41628c19F2D2AAB5Af19f1eaEe0Cc87Cf6c,17330,1,1,0,17330,0,17330.0,0,0.0,0,17330,17330
0x130e35D81455eE3284EeB555B029fD2F612c2AF4,64276494,8,4,4,32138247,32138247,8034561.75,8034561.75,2229713.512627505,2229713.512627505,11225107,0
0x734b549a2b07cf25987dC5abC6B10848E131132d,3993166,2,1,1,1996583,1996583,1996583.0,1996583.0,0.0,0.0,1996583,0
0xE0E35d2b54dA27B47802feAe810Ea98f2332d1d8,1001606,2,1,1,500803,500803,500803.0,500803.0,0.0,0.0,500803,0
0xda43c54Ce5083885F561E05fd6220b7096bE246c,2639606,6,3,3,1319803,1319803,439934.3333333333,439934.3333333333,153533.91793853097,612525.2465677549,1306140,0
0x4899A5eb2c3a2C4B85063cC0c0D0F1A1E81F6751,51629,1,0,1,0,51629,0,51629.0,0,0.0,51629,0
0x4C4387583F3D3681e232FF90390897ccDc9e411F,51629,1,1,0,51629,0,51629.0,0,0.0,0,51629,51629
0xe22619F6D538DE6E0B6c1845174D45e90cBd3576,2512090,13,4,9,2230000,282090,557500.0,31343.333333333332,833317.9165240598,13674.47913287945,2000000,1981314
0x7e300B546736f81884e202963d96a896A4Be2B46,282090,9,9,0,282090,0,31343.333333333332,0,13674.47913287945,0,55999,282090
0x7e9e4c0876B2102F33A1d82117Cc73B7FddD0032,638311522,1,0,1,0,638311522,0,638311522.0,0,0.0,638311522,0
0xA99F29A2fBdCaFbf057b3D8eFC47cfCEe670Bb43,638311522,1,1,0,638311522,0,638311522.0,0,0.0,0,638311522,638311522
0xec5F331525D037241da0f9B4eBFe254bd66d4c94,70000000,2,1,1,35000000,35000000,35000000.0,35000000.0,0.0,0.0,35000000,0
0xb18C171A9173b46A0C72a91d7c7fc96f2aeA4Cf1,1195312,6,3,3,597656,597656,199218.66666666666,199218.66666666666,3604.358965968228,3604.358965968228,204316,0
0xeC68ebAE9537f2A06b2B303e32E1170B0f5BF6Cd,65329480,28,14,14,32664740,32664740,2333195.714285714,2333195.714285714,633026.8577772564,633026.8577772564,2714400,0
0x3a831E590E354b2f04A5A215fc57a7e75afCebe6,1110000,3,0,3,0,1110000,0,370000.0,0,61644.14002968976,440000,1567922
0x34add1b43f885BB28B71A269167292485a17F14F,27777,1,1,0,27777,0,27777.0,0,0.0,0,27777,27777
0xb412a21D52C9797670c2A829bc94D887b6dd4Ef8,902810,2,2,0,902810,0,451405.0,0,74425.0,0,525830,902810
